"state_abb","state_name","year","median","lower","upper","sd"
"AK","Alaska",1959,0.41697697,0.200879471,0.663924828,0.138630977
"AK","Alaska",1960,0.33288423,0.123839586,0.5501334,0.128432515
"AK","Alaska",1961,0.33235612,0.12548214,0.54859951,0.128696717
"AK","Alaska",1962,0.155741645,-0.0489524,0.357303322,0.124175179
"AK","Alaska",1963,0.023755095,-0.188419787,0.231960077,0.127340231
"AK","Alaska",1964,-0.072769157,-0.294026378,0.142422583,0.133289321
"AK","Alaska",1965,0.12930176,-0.095714609,0.360894005,0.139317265
"AK","Alaska",1966,0.21954629,0.004181242,0.43452048,0.13497414
"AK","Alaska",1967,0.13860675,-0.077857676,0.373849815,0.138115725
"AK","Alaska",1968,0.044557464,-0.18498079,0.274118925,0.139077205
"AK","Alaska",1969,-0.011750936,-0.247507476,0.223635068,0.144874271
"AK","Alaska",1970,-0.153556845,-0.386236022,0.070428104,0.137772087
"AK","Alaska",1971,-0.192996225,-0.408849885,0.040123027,0.138718219
"AK","Alaska",1972,-0.32318124,-0.547505467,-0.115371491,0.135978941
"AK","Alaska",1973,-0.255506635,-0.469181383,-0.024378975,0.134556392
"AK","Alaska",1974,-0.21508018,-0.450489095,0.01305551,0.139367588
"AK","Alaska",1975,-0.227316015,-0.458631374,0.000695,0.142876999
"AK","Alaska",1976,-0.316685165,-0.536867522,-0.07368365,0.140773046
"AK","Alaska",1977,-0.377469565,-0.592089635,-0.154565475,0.133489161
"AK","Alaska",1978,-0.35602155,-0.583342396,-0.116062762,0.141566879
"AK","Alaska",1979,-0.35303749,-0.59153157,-0.132807418,0.142139628
"AK","Alaska",1980,-0.41299598,-0.633562061,-0.194046691,0.133013206
"AK","Alaska",1981,-0.42601538,-0.644338329,-0.204228695,0.133319902
"AK","Alaska",1982,-0.561392325,-0.767371739,-0.343915444,0.12973675
"AK","Alaska",1983,-0.616044755,-0.816159947,-0.418210995,0.120515712
"AK","Alaska",1984,-0.71927617,-0.932446671,-0.513918725,0.127001141
"AK","Alaska",1985,-0.69792001,-0.909227371,-0.489184575,0.126221802
"AK","Alaska",1986,-0.80800568,-1.017587995,-0.586037583,0.128054355
"AK","Alaska",1987,-0.834812765,-1.03696318,-0.625139243,0.124645683
"AK","Alaska",1988,-0.668836705,-0.885285012,-0.445049702,0.132220747
"AK","Alaska",1989,-0.69160772,-0.902597998,-0.486032087,0.128030169
"AK","Alaska",1990,-0.72942748,-0.916757038,-0.53737641,0.117263281
"AK","Alaska",1991,-0.81793071,-1.034586475,-0.595178401,0.132029171
"AK","Alaska",1992,-0.91136727,-1.128916455,-0.69636883,0.131364165
"AK","Alaska",1993,-0.8982081,-1.12413441,-0.684497816,0.131322438
"AK","Alaska",1994,-0.951089345,-1.157331735,-0.733638322,0.129343553
"AK","Alaska",1995,-0.94462853,-1.15074305,-0.731317787,0.130644275
"AK","Alaska",1996,-0.976027525,-1.179960295,-0.76833203,0.125801485
"AK","Alaska",1997,-0.991808185,-1.19460348,-0.795481662,0.121645486
"AK","Alaska",1998,-0.933988355,-1.126295275,-0.741312467,0.116623262
"AK","Alaska",1999,-0.999206645,-1.18658056,-0.811533935,0.113788345
"AK","Alaska",2000,-0.951068595,-1.14098526,-0.769533393,0.112476967
"AK","Alaska",2001,-0.988688855,-1.171719765,-0.798415358,0.111612945
"AK","Alaska",2002,-0.980418485,-1.16167214,-0.802169036,0.112716849
"AK","Alaska",2003,-0.969362155,-1.154071065,-0.766230336,0.118453325
"AK","Alaska",2004,-1.02728565,-1.21851199,-0.819433664,0.121210258
"AK","Alaska",2005,-1.01826855,-1.203023285,-0.827468477,0.114733801
"AK","Alaska",2006,-1.00097905,-1.18834668,-0.807479821,0.113894249
"AK","Alaska",2007,-0.960149205,-1.143022755,-0.757297515,0.119061663
"AK","Alaska",2008,-0.98083935,-1.17304089,-0.786109002,0.11900643
"AK","Alaska",2009,-0.9871106,-1.17272549,-0.803022926,0.113364741
"AK","Alaska",2010,-1.04500575,-1.21328551,-0.844193463,0.11238473
"AK","Alaska",2011,-1.00456375,-1.194112415,-0.806310541,0.117299421
"AK","Alaska",2012,-1.00016145,-1.17916171,-0.804608841,0.109901676
"AK","Alaska",2013,-1.03219005,-1.21723588,-0.83640185,0.116915571
"AK","Alaska",2014,-1.0530824,-1.235333405,-0.84890138,0.11635394
"AK","Alaska",2015,-1.1024669,-1.27787686,-0.913477523,0.112049924
"AK","Alaska",2016,-1.1144652,-1.313568355,-0.912922532,0.11809735
"AK","Alaska",2017,-1.11683915,-1.302442225,-0.916630599,0.117977156
"AK","Alaska",2018,-1.15182565,-1.338332895,-0.96646631,0.112017082
"AK","Alaska",2019,-1.1406682,-1.32408808,-0.939989162,0.115354688
"AK","Alaska",2020,-1.1405447,-1.32749015,-0.941619596,0.116946183
"AK","Alaska",2021,-1.31002295,-1.48651099,-1.11904996,0.112102417
"AK","Alaska",2022,-1.15594325,-1.355918655,-0.955208773,0.123322747
"AK","Alaska",2023,-1.1484767,-1.35420073,-0.951278515,0.122993567
"AK","Alaska",2024,-1.16588045,-1.37580294,-0.94121919,0.133014034
"AL","Alabama",1937,1.9106551,1.4625337,2.386702305,0.281295387
"AL","Alabama",1938,1.9035945,1.46409843,2.33724439,0.261840615
"AL","Alabama",1939,1.8359728,1.42586209,2.284457095,0.262930691
"AL","Alabama",1940,1.8098465,1.396805075,2.23268278,0.253039135
"AL","Alabama",1941,1.8918814,1.417355915,2.36366466,0.283202711
"AL","Alabama",1942,1.82953975,1.43255245,2.244633115,0.24632146
"AL","Alabama",1943,1.77234325,1.32874416,2.23107641,0.270958587
"AL","Alabama",1944,1.6328066,1.26067237,2.01940868,0.231367228
"AL","Alabama",1945,1.5099488,1.153972295,1.875167985,0.215632793
"AL","Alabama",1946,1.46182055,1.118612955,1.82777998,0.21419055
"AL","Alabama",1947,1.48232295,1.158773695,1.817719805,0.201348086
"AL","Alabama",1948,1.4692021,1.118947305,1.82095318,0.213902015
"AL","Alabama",1949,1.50181785,1.161014135,1.8628883,0.211105892
"AL","Alabama",1950,1.66198885,1.330543635,2.032727295,0.212383518
"AL","Alabama",1951,1.6480633,1.30333579,1.992379895,0.211530455
"AL","Alabama",1952,1.46490225,1.13560694,1.836474995,0.210196111
"AL","Alabama",1953,1.45227125,1.12305215,1.799604905,0.20880488
"AL","Alabama",1954,1.29916635,1.01126239,1.60662241,0.183473923
"AL","Alabama",1955,1.23072385,0.92165705,1.552247955,0.193396947
"AL","Alabama",1956,1.4271982,1.102941355,1.76347299,0.203157738
"AL","Alabama",1957,1.3864904,1.0500719,1.74679436,0.214030888
"AL","Alabama",1958,1.36138515,1.05711057,1.692518275,0.194265428
"AL","Alabama",1959,1.36443415,1.033372855,1.70235002,0.204266788
"AL","Alabama",1960,1.27562515,0.97077566,1.595008195,0.190802186
"AL","Alabama",1961,1.2888882,0.969649546,1.63220757,0.201840509
"AL","Alabama",1962,1.2047339,0.907009198,1.52753322,0.182784092
"AL","Alabama",1963,1.1400017,0.871535431,1.42166693,0.168387031
"AL","Alabama",1964,0.95063368,0.678714512,1.242087705,0.174769885
"AL","Alabama",1965,1.0200932,0.699476304,1.3585369,0.200398235
"AL","Alabama",1966,0.922670635,0.643067627,1.230931265,0.176802171
"AL","Alabama",1967,0.886006975,0.607220998,1.185086815,0.182055692
"AL","Alabama",1968,0.815404055,0.537006568,1.109896975,0.175022755
"AL","Alabama",1969,0.758985445,0.472072183,1.057331455,0.17421492
"AL","Alabama",1970,0.71477617,0.448908455,0.990018885,0.165678591
"AL","Alabama",1971,0.647706305,0.369233301,0.913755934,0.167070772
"AL","Alabama",1972,0.54878747,0.296289409,0.81674119,0.156448259
"AL","Alabama",1973,0.44705283,0.197186158,0.717436162,0.159751761
"AL","Alabama",1974,0.44341876,0.181607151,0.709723558,0.161413181
"AL","Alabama",1975,0.41677972,0.141605332,0.705095383,0.173621987
"AL","Alabama",1976,0.408101775,0.144791928,0.677038141,0.162816947
"AL","Alabama",1977,0.349076655,0.102199836,0.610904376,0.1577603
"AL","Alabama",1978,0.361136105,0.120475587,0.609124172,0.150608564
"AL","Alabama",1979,0.348389745,0.117600136,0.59705407,0.151084391
"AL","Alabama",1980,0.383367635,0.133240646,0.636768522,0.152676394
"AL","Alabama",1981,0.34126869,0.089288524,0.600619052,0.156954948
"AL","Alabama",1982,0.35008364,0.096809254,0.628044442,0.161129967
"AL","Alabama",1983,0.30786339,0.057675415,0.583077961,0.158605859
"AL","Alabama",1984,0.17843042,-0.052848037,0.440222418,0.151249513
"AL","Alabama",1985,0.19445188,-0.026357285,0.432666358,0.143332909
"AL","Alabama",1986,0.189148725,-0.048120682,0.436836016,0.148600472
"AL","Alabama",1987,0.13362481,-0.082747614,0.362835467,0.13551913
"AL","Alabama",1988,0.17781859,-0.055354247,0.418756903,0.143815827
"AL","Alabama",1989,0.18243774,-0.040799791,0.426738113,0.138920426
"AL","Alabama",1990,0.030062219,-0.176591787,0.23134151,0.125654834
"AL","Alabama",1991,-0.044383045,-0.25827996,0.182427951,0.133774681
"AL","Alabama",1992,-0.030325466,-0.23160038,0.169171062,0.124510105
"AL","Alabama",1993,-0.037442089,-0.251508619,0.178426785,0.132720095
"AL","Alabama",1994,-0.1342373,-0.332756343,0.068101858,0.123201403
"AL","Alabama",1995,-0.166842525,-0.369823916,0.039225429,0.124443738
"AL","Alabama",1996,-0.2473005,-0.441307978,-0.044741307,0.119632234
"AL","Alabama",1997,-0.28324423,-0.483364945,-0.080537076,0.121567134
"AL","Alabama",1998,-0.27966798,-0.484279527,-0.084821083,0.119641957
"AL","Alabama",1999,-0.207561305,-0.403660854,-0.005808216,0.12055191
"AL","Alabama",2000,-0.22945437,-0.412774287,-0.044773735,0.11630248
"AL","Alabama",2001,-0.30990375,-0.507715343,-0.104722676,0.121110328
"AL","Alabama",2002,-0.227307465,-0.433826978,-0.020383241,0.124428905
"AL","Alabama",2003,-0.221117425,-0.420743837,-0.02764248,0.122768338
"AL","Alabama",2004,-0.283533925,-0.475183613,-0.080639364,0.117786246
"AL","Alabama",2005,-0.29788195,-0.500233861,-0.09007756,0.12487914
"AL","Alabama",2006,-0.2971434,-0.499364689,-0.086643405,0.123825518
"AL","Alabama",2007,-0.30299277,-0.494398018,-0.109990224,0.116007738
"AL","Alabama",2008,-0.303519645,-0.494753849,-0.107530607,0.122224417
"AL","Alabama",2009,-0.40325028,-0.610529204,-0.20561344,0.123855868
"AL","Alabama",2010,-0.390037475,-0.596179329,-0.175098996,0.130217491
"AL","Alabama",2011,-0.362501425,-0.562376851,-0.149941995,0.124458562
"AL","Alabama",2012,-0.318200305,-0.527578005,-0.115520472,0.122763682
"AL","Alabama",2013,-0.25905003,-0.459949023,-0.042546597,0.130270145
"AL","Alabama",2014,-0.211895585,-0.410753752,-0.004294308,0.127076731
"AL","Alabama",2015,-0.20500975,-0.432304946,0.009721045,0.13250757
"AL","Alabama",2016,-0.179227115,-0.379329836,0.04022432,0.130262179
"AL","Alabama",2017,-0.199457635,-0.410109721,0.024425472,0.127840693
"AL","Alabama",2018,-0.19730614,-0.422020055,0.018647603,0.128716086
"AL","Alabama",2019,-0.23474594,-0.44544952,-0.027361952,0.125506756
"AL","Alabama",2020,-0.278127255,-0.49035889,-0.060047194,0.132377764
"AL","Alabama",2021,-0.283073435,-0.492436468,-0.071790654,0.127309793
"AL","Alabama",2022,-0.17789051,-0.400682072,0.043206287,0.134583248
"AL","Alabama",2023,-0.20836138,-0.434271372,0.022083312,0.140262124
"AL","Alabama",2024,-0.20813207,-0.435492504,0.02567057,0.141604735
"AR","Arkansas",1937,2.23900645,1.80247201,2.680041945,0.263808549
"AR","Arkansas",1938,2.2839927,1.873939515,2.699618055,0.246716925
"AR","Arkansas",1939,2.1445064,1.69062457,2.621821075,0.276671751
"AR","Arkansas",1940,1.95547035,1.55188754,2.35954666,0.243390951
"AR","Arkansas",1941,1.99270215,1.534218925,2.481808625,0.282578983
"AR","Arkansas",1942,1.8283528,1.460028305,2.22754858,0.236814664
"AR","Arkansas",1943,1.83040455,1.421553845,2.265266385,0.261137867
"AR","Arkansas",1944,1.65917235,1.279588255,2.082367285,0.243456728
"AR","Arkansas",1945,1.62865025,1.27067149,2.009647245,0.222828328
"AR","Arkansas",1946,1.64453785,1.276918195,2.02963544,0.225558671
"AR","Arkansas",1947,1.48665415,1.167637925,1.849104315,0.203183569
"AR","Arkansas",1948,1.5785336,1.21609476,1.976448275,0.229363691
"AR","Arkansas",1949,1.4623966,1.15389244,1.78203434,0.200143707
"AR","Arkansas",1950,1.6085339,1.28612285,1.948240365,0.199749272
"AR","Arkansas",1951,1.7564606,1.359827965,2.158203505,0.241025595
"AR","Arkansas",1952,1.6320325,1.29696906,1.974798865,0.21013566
"AR","Arkansas",1953,1.59754485,1.24558704,1.96976733,0.223064448
"AR","Arkansas",1954,1.42881875,1.094032485,1.7953809,0.20738452
"AR","Arkansas",1955,1.2835721,0.965902075,1.60674499,0.197602407
"AR","Arkansas",1956,1.2530038,0.962793956,1.55868696,0.182716183
"AR","Arkansas",1957,1.1810451,0.871897904,1.523436285,0.201543956
"AR","Arkansas",1958,1.14928555,0.868864501,1.4412267,0.174241322
"AR","Arkansas",1959,1.15344525,0.869619126,1.45483788,0.175940375
"AR","Arkansas",1960,1.098314,0.831985475,1.39793542,0.174465109
"AR","Arkansas",1961,1.1810909,0.862157874,1.49119864,0.191528078
"AR","Arkansas",1962,1.0734209,0.793612781,1.366846745,0.176901969
"AR","Arkansas",1963,0.96782389,0.698644759,1.254369485,0.16848591
"AR","Arkansas",1964,0.87582291,0.613884457,1.16411701,0.16911674
"AR","Arkansas",1965,0.771036645,0.507340676,1.06060675,0.170142864
"AR","Arkansas",1966,0.784922685,0.516681398,1.06524103,0.168318622
"AR","Arkansas",1967,0.6829374,0.425937264,0.950862767,0.15797684
"AR","Arkansas",1968,0.65455982,0.389435871,0.927514623,0.164029714
"AR","Arkansas",1969,0.53632183,0.285209095,0.809396302,0.160112305
"AR","Arkansas",1970,0.44175995,0.19630852,0.695839876,0.153001097
"AR","Arkansas",1971,0.466392565,0.208800534,0.739747307,0.162049836
"AR","Arkansas",1972,0.501297185,0.233089759,0.781566504,0.166336696
"AR","Arkansas",1973,0.468586235,0.204541158,0.756107669,0.167863699
"AR","Arkansas",1974,0.55224689,0.258473125,0.855037796,0.179585722
"AR","Arkansas",1975,0.434635565,0.165004459,0.72290088,0.169153455
"AR","Arkansas",1976,0.33886701,0.099484159,0.596768967,0.151664782
"AR","Arkansas",1977,0.366279055,0.11546826,0.630776617,0.156690336
"AR","Arkansas",1978,0.380576305,0.128587288,0.651764429,0.15937327
"AR","Arkansas",1979,0.29566573,0.058755015,0.557256141,0.149471833
"AR","Arkansas",1980,0.293581045,0.049107283,0.553358976,0.153059966
"AR","Arkansas",1981,0.30518811,0.066110296,0.562795172,0.150420867
"AR","Arkansas",1982,0.31671751,0.059515399,0.597208789,0.162781429
"AR","Arkansas",1983,0.14891788,-0.092274354,0.386388905,0.139732894
"AR","Arkansas",1984,0.135459405,-0.095974359,0.369117796,0.140956247
"AR","Arkansas",1985,0.15717409,-0.070062536,0.391428546,0.140854722
"AR","Arkansas",1986,0.146589,-0.076909063,0.362941049,0.133400845
"AR","Arkansas",1987,0.072040688,-0.147643077,0.293996648,0.136610727
"AR","Arkansas",1988,0.074708856,-0.125733502,0.293276634,0.132253674
"AR","Arkansas",1989,0.095603122,-0.129031909,0.322959166,0.137563234
"AR","Arkansas",1990,0.064226869,-0.156957807,0.301774136,0.141144989
"AR","Arkansas",1991,-0.12683373,-0.353425473,0.100403317,0.136761667
"AR","Arkansas",1992,-0.13334132,-0.347515414,0.091024833,0.135737885
"AR","Arkansas",1993,-0.292755505,-0.510116219,-0.07795511,0.133589422
"AR","Arkansas",1994,-0.32347596,-0.531406709,-0.111605837,0.126814954
"AR","Arkansas",1995,-0.361977525,-0.559137162,-0.16166756,0.119977681
"AR","Arkansas",1996,-0.400130845,-0.606233189,-0.197377309,0.123699315
"AR","Arkansas",1997,-0.411421785,-0.603631075,-0.206010472,0.119080226
"AR","Arkansas",1998,-0.413760175,-0.60377836,-0.23278804,0.114042576
"AR","Arkansas",1999,-0.356464215,-0.557654952,-0.161046096,0.119461463
"AR","Arkansas",2000,-0.37019759,-0.569329134,-0.162235219,0.125208098
"AR","Arkansas",2001,-0.38456591,-0.59099542,-0.172451836,0.126159079
"AR","Arkansas",2002,-0.424148065,-0.61588818,-0.226427917,0.120172708
"AR","Arkansas",2003,-0.469356605,-0.659452359,-0.280005683,0.115453938
"AR","Arkansas",2004,-0.4732588,-0.658688133,-0.28847034,0.113431937
"AR","Arkansas",2005,-0.513297735,-0.711436386,-0.322187027,0.118329074
"AR","Arkansas",2006,-0.57478185,-0.764277625,-0.391371893,0.113398841
"AR","Arkansas",2007,-0.572957035,-0.761497815,-0.385644396,0.116442464
"AR","Arkansas",2008,-0.574773035,-0.76467205,-0.379115826,0.119811665
"AR","Arkansas",2009,-0.628458175,-0.811934873,-0.442917826,0.112995368
"AR","Arkansas",2010,-0.57763199,-0.773228908,-0.377609849,0.12105875
"AR","Arkansas",2011,-0.70403892,-0.893851922,-0.512826369,0.114834804
"AR","Arkansas",2012,-0.69951178,-0.888058044,-0.504071518,0.113060423
"AR","Arkansas",2013,-0.68305322,-0.873805697,-0.487607706,0.114079409
"AR","Arkansas",2014,-0.70047445,-0.89296516,-0.495603979,0.119168357
"AR","Arkansas",2015,-0.540269745,-0.73641237,-0.320771302,0.123285562
"AR","Arkansas",2016,-0.53736878,-0.747848536,-0.327177304,0.129606202
"AR","Arkansas",2017,-0.54365786,-0.742803592,-0.322046085,0.126312912
"AR","Arkansas",2018,-0.537358075,-0.736671731,-0.328110762,0.124775124
"AR","Arkansas",2019,-0.53025835,-0.728299329,-0.327873757,0.123366074
"AR","Arkansas",2020,-0.565386695,-0.751670314,-0.363096708,0.1177406
"AR","Arkansas",2021,-0.44147934,-0.639366167,-0.242115534,0.119921497
"AR","Arkansas",2022,-0.409965875,-0.615402467,-0.195842202,0.129235065
"AR","Arkansas",2023,-0.481495185,-0.70782161,-0.249774377,0.136309143
"AR","Arkansas",2024,-0.51023318,-0.722928221,-0.279648366,0.136630672
"AZ","Arizona",1937,1.3327797,0.939163067,1.732407135,0.244541214
"AZ","Arizona",1938,1.25930675,0.936042352,1.609739545,0.205658858
"AZ","Arizona",1939,1.28722305,0.929863495,1.658695135,0.221913039
"AZ","Arizona",1940,1.2321166,0.919602741,1.579554215,0.202971823
"AZ","Arizona",1941,1.0976046,0.758704749,1.46043048,0.21070883
"AZ","Arizona",1942,1.08511765,0.785609409,1.42047969,0.19175777
"AZ","Arizona",1943,1.06753015,0.736903318,1.433388755,0.21244498
"AZ","Arizona",1944,1.03095125,0.728011234,1.353497515,0.190667104
"AZ","Arizona",1945,0.97650238,0.686812542,1.309235955,0.190427581
"AZ","Arizona",1946,1.00718935,0.716885905,1.322327545,0.185034215
"AZ","Arizona",1947,1.0588783,0.750785418,1.398289375,0.192806295
"AZ","Arizona",1948,1.0786267,0.794534982,1.39652476,0.183774535
"AZ","Arizona",1949,0.983754685,0.698037215,1.28835999,0.179565994
"AZ","Arizona",1950,0.982269005,0.723967857,1.267335845,0.166373745
"AZ","Arizona",1951,1.07997315,0.762628914,1.416387135,0.197928593
"AZ","Arizona",1952,0.948514725,0.672580101,1.234094365,0.168565278
"AZ","Arizona",1953,0.8660518,0.572061522,1.17553352,0.185361498
"AZ","Arizona",1954,0.892679585,0.62655739,1.214579305,0.179474726
"AZ","Arizona",1955,0.894002645,0.588626951,1.203684555,0.185751355
"AZ","Arizona",1956,0.883625745,0.617558748,1.17108158,0.169804542
"AZ","Arizona",1957,0.87236072,0.572863779,1.206827415,0.188148392
"AZ","Arizona",1958,0.86086483,0.590045607,1.157063645,0.174237952
"AZ","Arizona",1959,0.800128105,0.546867048,1.093821385,0.168096212
"AZ","Arizona",1960,0.752412035,0.497099626,1.03111375,0.166622001
"AZ","Arizona",1961,0.713032755,0.466712225,0.980181354,0.15914309
"AZ","Arizona",1962,0.534899785,0.312649052,0.763891451,0.139515233
"AZ","Arizona",1963,0.56940568,0.343205089,0.805041496,0.139974353
"AZ","Arizona",1964,0.57346061,0.367414789,0.805722669,0.137119097
"AZ","Arizona",1965,0.38939726,0.143479804,0.634714202,0.148114663
"AZ","Arizona",1966,0.41488262,0.195711078,0.631995256,0.133049263
"AZ","Arizona",1967,0.35620486,0.131211805,0.585645731,0.141483233
"AZ","Arizona",1968,0.36479654,0.119952922,0.613670576,0.146717599
"AZ","Arizona",1969,0.327951465,0.093411326,0.583706252,0.150279346
"AZ","Arizona",1970,0.325082115,0.095396842,0.564772021,0.14125503
"AZ","Arizona",1971,0.370090175,0.129925882,0.620666548,0.149793517
"AZ","Arizona",1972,0.32972052,0.074873265,0.577838113,0.149293679
"AZ","Arizona",1973,0.20659805,-0.030465096,0.452264226,0.147258919
"AZ","Arizona",1974,0.15830134,-0.085686416,0.416637136,0.15254688
"AZ","Arizona",1975,0.213823905,-0.039274458,0.473822454,0.158712922
"AZ","Arizona",1976,0.07580897,-0.163745685,0.328457691,0.147415965
"AZ","Arizona",1977,0.052139886,-0.181365823,0.290196542,0.142422765
"AZ","Arizona",1978,0.072437573,-0.153192141,0.321157588,0.145080196
"AZ","Arizona",1979,0.066695644,-0.159985714,0.287048447,0.134629481
"AZ","Arizona",1980,0.068015582,-0.161900638,0.306206785,0.142877883
"AZ","Arizona",1981,0.04687759,-0.186504906,0.287580321,0.143013511
"AZ","Arizona",1982,-0.050852107,-0.271764359,0.170682254,0.135284895
"AZ","Arizona",1983,-0.183414295,-0.403247879,0.036898061,0.134473614
"AZ","Arizona",1984,-0.267121955,-0.485134726,-0.041755007,0.132869992
"AZ","Arizona",1985,-0.36241093,-0.579216093,-0.151682559,0.128279395
"AZ","Arizona",1986,-0.36005551,-0.582158327,-0.132942477,0.139331028
"AZ","Arizona",1987,-0.39228648,-0.616646724,-0.178683947,0.131017286
"AZ","Arizona",1988,-0.396510725,-0.61581365,-0.18136972,0.12923543
"AZ","Arizona",1989,-0.388890035,-0.608731304,-0.158571738,0.134713948
"AZ","Arizona",1990,-0.463832875,-0.67510232,-0.254034274,0.128046859
"AZ","Arizona",1991,-0.46624569,-0.672735686,-0.249119172,0.128394031
"AZ","Arizona",1992,-0.4972535,-0.706680419,-0.281598156,0.128674953
"AZ","Arizona",1993,-0.510898975,-0.734165831,-0.295850976,0.130506804
"AZ","Arizona",1994,-0.56177638,-0.771590701,-0.347067834,0.130185881
"AZ","Arizona",1995,-0.583140685,-0.802675108,-0.369493117,0.130532008
"AZ","Arizona",1996,-0.599344135,-0.811944581,-0.381272579,0.130449984
"AZ","Arizona",1997,-0.66065564,-0.872173594,-0.451044552,0.129084483
"AZ","Arizona",1998,-0.60186098,-0.805876731,-0.395617488,0.12530916
"AZ","Arizona",1999,-0.69487883,-0.887704515,-0.506775763,0.114219626
"AZ","Arizona",2000,-0.687926215,-0.866132963,-0.506411722,0.108783556
"AZ","Arizona",2001,-0.798942825,-0.983510302,-0.609097597,0.113843907
"AZ","Arizona",2002,-0.82670111,-1.01563607,-0.63126986,0.116030605
"AZ","Arizona",2003,-0.896462785,-1.06826829,-0.716877559,0.105500883
"AZ","Arizona",2004,-0.892571865,-1.083194845,-0.703136974,0.113393989
"AZ","Arizona",2005,-0.8899673,-1.071946295,-0.707087686,0.110018456
"AZ","Arizona",2006,-0.960636085,-1.13755727,-0.778000842,0.10886473
"AZ","Arizona",2007,-1.0757187,-1.24656295,-0.889920543,0.106470944
"AZ","Arizona",2008,-0.98572488,-1.16186077,-0.800477829,0.112332161
"AZ","Arizona",2009,-0.979218295,-1.15739494,-0.786556098,0.112229081
"AZ","Arizona",2010,-0.931090285,-1.098402195,-0.74769555,0.108464183
"AZ","Arizona",2011,-0.920217995,-1.108542055,-0.724404307,0.114095394
"AZ","Arizona",2012,-0.807289275,-0.995799481,-0.604940513,0.117901836
"AZ","Arizona",2013,-0.810576695,-1.003036235,-0.609513144,0.120621064
"AZ","Arizona",2014,-0.8279646,-1.02163329,-0.63050336,0.118575049
"AZ","Arizona",2015,-0.841008135,-1.04440676,-0.639428426,0.122269273
"AZ","Arizona",2016,-0.84253725,-1.04276393,-0.629914935,0.127106436
"AZ","Arizona",2017,-0.91570823,-1.10745511,-0.71450313,0.120701038
"AZ","Arizona",2018,-0.930347855,-1.12339021,-0.727321188,0.119067369
"AZ","Arizona",2019,-0.989629615,-1.17931524,-0.79355944,0.119008243
"AZ","Arizona",2020,-0.998318045,-1.188546605,-0.810583358,0.116503971
"AZ","Arizona",2021,-1.02620855,-1.232751575,-0.810394274,0.127923102
"AZ","Arizona",2022,-0.954889715,-1.156274155,-0.741532611,0.122623022
"AZ","Arizona",2023,-1.06782345,-1.277375415,-0.853500432,0.128083843
"AZ","Arizona",2024,-1.112847,-1.315311295,-0.89126338,0.131259613
"CA","California",1937,0.45054402,0.185163994,0.734403754,0.170424827
"CA","California",1938,0.47827919,0.218457944,0.768444294,0.167791887
"CA","California",1939,0.41356911,0.169681262,0.688081569,0.157123601
"CA","California",1940,0.459722285,0.225542148,0.710352475,0.148956689
"CA","California",1941,0.52056666,0.258078522,0.800789703,0.165377606
"CA","California",1942,0.578325965,0.327210796,0.864843763,0.161851303
"CA","California",1943,0.421198005,0.166962328,0.69581643,0.156295641
"CA","California",1944,0.43928275,0.208697231,0.684507747,0.14340658
"CA","California",1945,0.471964005,0.256436527,0.717426419,0.138228656
"CA","California",1946,0.456324205,0.239076062,0.6840928,0.136103566
"CA","California",1947,0.4672601,0.264857861,0.680357141,0.126092857
"CA","California",1948,0.424884785,0.216222456,0.651847223,0.131836088
"CA","California",1949,0.32511486,0.131284024,0.537622297,0.125149773
"CA","California",1950,0.38371107,0.178746463,0.597425458,0.128005852
"CA","California",1951,0.431880675,0.223202658,0.656769126,0.132183647
"CA","California",1952,0.526155205,0.295251256,0.764222709,0.143067615
"CA","California",1953,0.479051365,0.248743836,0.724610806,0.144673733
"CA","California",1954,0.498453615,0.289979366,0.722045422,0.13200033
"CA","California",1955,0.49261872,0.255421604,0.74779722,0.149370294
"CA","California",1956,0.47768191,0.265157089,0.712303876,0.136155406
"CA","California",1957,0.436869305,0.207316667,0.682232786,0.143439788
"CA","California",1958,0.401580385,0.18808234,0.62196645,0.13159703
"CA","California",1959,0.024254699,-0.210280621,0.242787664,0.13956148
"CA","California",1960,0.027936705,-0.192705625,0.242293701,0.131827614
"CA","California",1961,-0.022113002,-0.246831992,0.197953094,0.135307796
"CA","California",1962,-0.01702497,-0.235309723,0.196946321,0.131524935
"CA","California",1963,-0.12525975,-0.341778981,0.091423011,0.131252996
"CA","California",1964,-0.095222527,-0.30169514,0.113221165,0.128481441
"CA","California",1965,0.0537584,-0.161548726,0.274633438,0.132478031
"CA","California",1966,0.022648076,-0.183842938,0.233038419,0.128720431
"CA","California",1967,-0.14888586,-0.371324885,0.062547553,0.131709342
"CA","California",1968,-0.15854808,-0.368829211,0.066684599,0.130864263
"CA","California",1969,-0.145492335,-0.384543486,0.085801311,0.144171757
"CA","California",1970,-0.40624277,-0.616083724,-0.191224551,0.129000307
"CA","California",1971,-0.418555085,-0.658100922,-0.183492618,0.143874692
"CA","California",1972,-0.38634192,-0.604619685,-0.154360532,0.137337008
"CA","California",1973,-0.40399708,-0.634006902,-0.189888852,0.134550597
"CA","California",1974,-0.410341255,-0.640763128,-0.179701111,0.142209344
"CA","California",1975,-0.48239521,-0.719722065,-0.252036817,0.14193378
"CA","California",1976,-0.64172282,-0.870145408,-0.419573521,0.137867323
"CA","California",1977,-0.716107805,-0.935589781,-0.495506397,0.133953076
