"state_abb","state_name","year","median","lower","upper","sd"
"HI","Hawaii",1995,-1.2036351,-1.3828835,-1.013470485,0.111676943
"HI","Hawaii",1996,-1.1855378,-1.360739765,-1.002460825,0.111223744
"HI","Hawaii",1997,-1.1881897,-1.370341525,-1.002471645,0.112186197
"HI","Hawaii",1998,-1.11259305,-1.304803315,-0.92276548,0.117215272
"HI","Hawaii",1999,-1.13735975,-1.31080218,-0.956420267,0.107427712
"HI","Hawaii",2000,-1.12701625,-1.302089235,-0.952304328,0.108656293
"HI","Hawaii",2001,-1.20423805,-1.374635205,-1.02908736,0.10745006
"HI","Hawaii",2002,-1.1742074,-1.34524092,-0.994134776,0.106062904
"HI","Hawaii",2003,-1.2656894,-1.44033568,-1.073263705,0.109410757
"HI","Hawaii",2004,-1.29903,-1.458419045,-1.13585071,0.099257199
"HI","Hawaii",2005,-1.42493105,-1.58944231,-1.251191855,0.101772939
"HI","Hawaii",2006,-1.5315468,-1.69690993,-1.363747605,0.101820485
"HI","Hawaii",2007,-1.61068275,-1.772350865,-1.447261775,0.098699006
"HI","Hawaii",2008,-1.6581533,-1.810245925,-1.503011665,0.094453033
"HI","Hawaii",2009,-1.7128603,-1.86577332,-1.56511277,0.092061994
"HI","Hawaii",2010,-1.7426713,-1.900093135,-1.58590643,0.094685147
"HI","Hawaii",2011,-1.7847105,-1.93899393,-1.630803245,0.097064827
"HI","Hawaii",2012,-1.84668485,-1.99598705,-1.688723485,0.092757731
"HI","Hawaii",2013,-1.86264955,-2.022240495,-1.69791416,0.099831246
"HI","Hawaii",2014,-1.86243395,-2.030700005,-1.70399162,0.097882148
"HI","Hawaii",2015,-1.8787918,-2.048125135,-1.717110445,0.101534513
"HI","Hawaii",2016,-1.890386,-2.06618733,-1.722660635,0.105106699
"HI","Hawaii",2017,-1.90013815,-2.071452435,-1.735059885,0.102184129
"HI","Hawaii",2018,-1.9956412,-2.18555477,-1.81565722,0.111178956
"HI","Hawaii",2019,-2.082291,-2.25355412,-1.906135985,0.105864317
"HI","Hawaii",2020,-2.11159235,-2.31267313,-1.92954597,0.114675073
"HI","Hawaii",2021,-2.1057397,-2.29400203,-1.910298545,0.116596591
"HI","Hawaii",2022,-2.18481425,-2.37256022,-2.00806275,0.11362878
"HI","Hawaii",2023,-2.1541583,-2.353279905,-1.960288625,0.117919631
"HI","Hawaii",2024,-2.2725234,-2.491336275,-2.06414569,0.129060195
"IA","Iowa",1937,1.1406565,0.805701849,1.508401565,0.213723635
"IA","Iowa",1938,1.16873485,0.852215268,1.499862305,0.197262224
"IA","Iowa",1939,1.1200395,0.798763058,1.44095489,0.19952619
"IA","Iowa",1940,1.1565747,0.836968419,1.470388335,0.1965171
"IA","Iowa",1941,1.164215,0.839955637,1.51646486,0.200863761
"IA","Iowa",1942,1.1947242,0.897935576,1.516889285,0.190338905
"IA","Iowa",1943,1.1773559,0.845539098,1.522566865,0.207551457
"IA","Iowa",1944,1.14843835,0.845201167,1.47437537,0.190106553
"IA","Iowa",1945,1.09261085,0.78995006,1.40284449,0.186344378
"IA","Iowa",1946,1.090531,0.803995026,1.398178425,0.181905534
"IA","Iowa",1947,1.0805861,0.788894583,1.378483925,0.179207922
"IA","Iowa",1948,1.09759535,0.825524628,1.393010305,0.176728606
"IA","Iowa",1949,1.04312395,0.767100699,1.35468967,0.178896767
"IA","Iowa",1950,1.0135277,0.73941508,1.2852284,0.162927651
"IA","Iowa",1951,1.0323459,0.745554764,1.33665701,0.184573114
"IA","Iowa",1952,1.0081802,0.724786992,1.31848892,0.181430906
"IA","Iowa",1953,0.994095875,0.700586465,1.297756485,0.179235527
"IA","Iowa",1954,1.0348613,0.755631663,1.33384171,0.173663101
"IA","Iowa",1955,1.01182115,0.71630614,1.328463515,0.182093634
"IA","Iowa",1956,0.98308427,0.706637094,1.294312225,0.179730096
"IA","Iowa",1957,1.0518695,0.751227945,1.36090418,0.184008257
"IA","Iowa",1958,0.97868677,0.696270631,1.278485875,0.173351584
"IA","Iowa",1959,1.0133458,0.722684978,1.315592295,0.177732853
"IA","Iowa",1960,0.850561075,0.586497393,1.138238795,0.166575707
"IA","Iowa",1961,0.95939919,0.673691551,1.2511179,0.174253873
"IA","Iowa",1962,0.87793573,0.623948299,1.155437865,0.158702451
"IA","Iowa",1963,0.692195875,0.465140316,0.920836889,0.136613102
"IA","Iowa",1964,0.656621035,0.433179909,0.883937922,0.142254986
"IA","Iowa",1965,0.69116089,0.439949334,0.973413309,0.162773362
"IA","Iowa",1966,0.82618843,0.56210051,1.115263425,0.166341689
"IA","Iowa",1967,0.30932267,0.086130772,0.553888908,0.141124795
"IA","Iowa",1968,0.30839655,0.080118204,0.536230816,0.137102382
"IA","Iowa",1969,0.35759612,0.115727055,0.620101818,0.154914189
"IA","Iowa",1970,0.20563211,-0.029846609,0.455223813,0.145489355
"IA","Iowa",1971,0.22560921,-0.018194111,0.474551424,0.149986348
"IA","Iowa",1972,0.049166317,-0.179732686,0.283430967,0.140217623
"IA","Iowa",1973,0.104230965,-0.147343087,0.372978562,0.157507525
"IA","Iowa",1974,-0.038903436,-0.261142218,0.203868336,0.139828713
"IA","Iowa",1975,-0.15292077,-0.38804686,0.083457969,0.143230628
"IA","Iowa",1976,-0.304497735,-0.531825589,-0.076467369,0.140710514
"IA","Iowa",1977,-0.336780315,-0.558795518,-0.108353099,0.135793715
"IA","Iowa",1978,-0.420764155,-0.621710341,-0.212658265,0.126192727
"IA","Iowa",1979,-0.4398985,-0.650126666,-0.231741317,0.12894673
"IA","Iowa",1980,-0.44052621,-0.657742191,-0.23475821,0.130500214
"IA","Iowa",1981,-0.426134055,-0.640305876,-0.218514665,0.130399441
"IA","Iowa",1982,-0.50669959,-0.725436882,-0.30103036,0.127325981
"IA","Iowa",1983,-0.54985101,-0.75689728,-0.335948077,0.128109655
"IA","Iowa",1984,-0.64436567,-0.85806641,-0.409674087,0.135592093
"IA","Iowa",1985,-0.68716699,-0.905025788,-0.474960545,0.128443347
"IA","Iowa",1986,-0.72029474,-0.943661278,-0.500100457,0.134332871
"IA","Iowa",1987,-0.82205276,-1.043735,-0.595457348,0.138018113
"IA","Iowa",1988,-0.80602876,-1.036623515,-0.569367661,0.139922932
"IA","Iowa",1989,-0.892594055,-1.099659355,-0.679177689,0.126929942
"IA","Iowa",1990,-1.10705815,-1.30000139,-0.905935549,0.119019805
"IA","Iowa",1991,-1.06863505,-1.272155115,-0.861319448,0.124029749
"IA","Iowa",1992,-1.08329835,-1.276489425,-0.879480614,0.119800343
"IA","Iowa",1993,-1.09899785,-1.29220693,-0.910313694,0.11604958
"IA","Iowa",1994,-1.10245,-1.30485004,-0.892353912,0.123840375
"IA","Iowa",1995,-1.10361305,-1.29082589,-0.910958926,0.11592056
"IA","Iowa",1996,-1.06154065,-1.24563996,-0.864805481,0.115837587
"IA","Iowa",1997,-1.0446288,-1.231978035,-0.856190803,0.114854926
"IA","Iowa",1998,-1.01839035,-1.20401289,-0.828219957,0.114897109
"IA","Iowa",1999,-1.0006801,-1.18746508,-0.820223665,0.110680588
"IA","Iowa",2000,-1.0535024,-1.23831909,-0.874115358,0.110525314
"IA","Iowa",2001,-1.0811185,-1.24106599,-0.903706229,0.107290487
"IA","Iowa",2002,-1.14992775,-1.31456019,-0.963322842,0.108522385
"IA","Iowa",2003,-1.1507706,-1.3232539,-0.975607482,0.103989302
"IA","Iowa",2004,-1.16050025,-1.33110821,-0.982551837,0.108635096
"IA","Iowa",2005,-1.2186432,-1.38172099,-1.03420039,0.105432304
"IA","Iowa",2006,-1.2388793,-1.4036517,-1.068514855,0.103122434
"IA","Iowa",2007,-1.4742158,-1.64927394,-1.28564017,0.10700883
"IA","Iowa",2008,-1.55971655,-1.716908205,-1.3841585,0.100202152
"IA","Iowa",2009,-1.7302892,-1.899302145,-1.570674845,0.098247869
"IA","Iowa",2010,-1.79068365,-1.939910795,-1.63103831,0.095135456
"IA","Iowa",2011,-1.7913019,-1.95293363,-1.629893995,0.098228978
"IA","Iowa",2012,-1.7823141,-1.9368191,-1.61788697,0.098689447
"IA","Iowa",2013,-1.7544157,-1.918400875,-1.58634407,0.098972304
"IA","Iowa",2014,-1.75538305,-1.91947369,-1.59378008,0.097741579
"IA","Iowa",2015,-1.72247255,-1.889886975,-1.554106895,0.09927795
"IA","Iowa",2016,-1.70985635,-1.87233315,-1.549615245,0.097759124
"IA","Iowa",2017,-1.56784225,-1.7287906,-1.37189244,0.110039569
"IA","Iowa",2018,-1.54915685,-1.72167808,-1.351850975,0.111298945
"IA","Iowa",2019,-1.5397416,-1.70901918,-1.35494585,0.107857751
"IA","Iowa",2020,-1.4106816,-1.590360175,-1.22680956,0.114351008
"IA","Iowa",2021,-1.3537865,-1.54584351,-1.16292298,0.115109732
"IA","Iowa",2022,-1.2949823,-1.491586155,-1.09216812,0.120686298
"IA","Iowa",2023,-1.3222631,-1.5184838,-1.123586715,0.120843556
"IA","Iowa",2024,-1.33966725,-1.54897736,-1.135786995,0.125356638
"ID","Idaho",1937,1.4404618,1.045412875,1.841315045,0.244602103
"ID","Idaho",1938,1.4419895,1.091449935,1.79307492,0.217773269
"ID","Idaho",1939,1.4408216,1.061783305,1.857995475,0.240926403
"ID","Idaho",1940,1.35777345,1.022892285,1.736359445,0.216951342
"ID","Idaho",1941,1.3233755,0.962716891,1.703146295,0.225301424
"ID","Idaho",1942,1.30782015,0.978038092,1.652620405,0.207614667
"ID","Idaho",1943,1.3021442,0.949471347,1.708812365,0.223600628
"ID","Idaho",1944,1.1585274,0.853742534,1.501055845,0.196760926
"ID","Idaho",1945,1.1666147,0.854464868,1.49689013,0.201420219
"ID","Idaho",1946,1.11272015,0.809085014,1.41971759,0.186689836
"ID","Idaho",1947,1.12922255,0.813535224,1.47177756,0.195662384
"ID","Idaho",1948,1.11858655,0.802158539,1.46062243,0.199393674
"ID","Idaho",1949,1.1055086,0.795609113,1.425962855,0.191279657
"ID","Idaho",1950,1.1353401,0.852808042,1.448535155,0.181596472
"ID","Idaho",1951,1.09830915,0.803610326,1.41208269,0.191199342
"ID","Idaho",1952,1.09374795,0.819933755,1.387490155,0.175102875
"ID","Idaho",1953,1.05305955,0.759766743,1.37795548,0.182939636
"ID","Idaho",1954,0.9950672,0.706320783,1.30650168,0.182237549
"ID","Idaho",1955,0.723078945,0.456850217,1.01114717,0.169557877
"ID","Idaho",1956,0.685484555,0.445020673,0.955004246,0.15297898
"ID","Idaho",1957,0.721519515,0.446265364,1.0296036,0.175805571
"ID","Idaho",1958,0.724473,0.442858664,1.02723017,0.176323201
"ID","Idaho",1959,0.592041445,0.350280246,0.862513939,0.155483033
"ID","Idaho",1960,0.562389,0.323373123,0.823194887,0.148311828
"ID","Idaho",1961,0.40606833,0.201708024,0.641521039,0.132114747
"ID","Idaho",1962,0.437377085,0.21522771,0.66238565,0.137109716
"ID","Idaho",1963,0.46896534,0.250984162,0.692415948,0.134807499
"ID","Idaho",1964,0.47915907,0.269377737,0.699091414,0.133392335
"ID","Idaho",1965,0.47645948,0.248566872,0.701204282,0.138110338
"ID","Idaho",1966,0.449148255,0.216823249,0.688438476,0.142847923
"ID","Idaho",1967,0.33634696,0.102700368,0.569887335,0.141414225
"ID","Idaho",1968,0.36494026,0.127978338,0.59685775,0.141656572
"ID","Idaho",1969,0.316104785,0.069839371,0.573196563,0.150943006
"ID","Idaho",1970,0.298123125,0.052106428,0.543904311,0.148031202
"ID","Idaho",1971,0.180372355,-0.050388353,0.423506342,0.143847047
"ID","Idaho",1972,0.044753392,-0.180081069,0.289963761,0.141592463
"ID","Idaho",1973,0.033516026,-0.218933229,0.291796378,0.151851103
"ID","Idaho",1974,0.017265581,-0.208961038,0.256016614,0.143579665
"ID","Idaho",1975,-0.075663513,-0.303186416,0.160840841,0.144603602
"ID","Idaho",1976,-0.035275325,-0.265694344,0.192340892,0.140056984
"ID","Idaho",1977,-0.060071906,-0.286687982,0.158206698,0.133991215
"ID","Idaho",1978,-0.051844196,-0.261402057,0.163186804,0.130429187
"ID","Idaho",1979,-0.1164586,-0.344088293,0.109958822,0.140151984
"ID","Idaho",1980,-0.112383675,-0.342626964,0.118446911,0.141083011
"ID","Idaho",1981,-0.140315155,-0.348687751,0.089741226,0.13480178
"ID","Idaho",1982,-0.152954785,-0.375923864,0.076210888,0.137580578
"ID","Idaho",1983,-0.257389585,-0.472820686,-0.046495549,0.130697703
"ID","Idaho",1984,-0.27033278,-0.475476033,-0.057292891,0.12630839
"ID","Idaho",1985,-0.228927715,-0.433030818,-0.01601856,0.129344723
"ID","Idaho",1986,-0.32580635,-0.530227644,-0.122161945,0.127157888
"ID","Idaho",1987,-0.37404164,-0.583147562,-0.173745197,0.124838962
"ID","Idaho",1988,-0.51923347,-0.745331127,-0.296808171,0.13712869
"ID","Idaho",1989,-0.48254946,-0.705303052,-0.250801518,0.137477598
"ID","Idaho",1990,-0.546495715,-0.748241543,-0.34268663,0.12713905
"ID","Idaho",1991,-0.504208665,-0.717757193,-0.282715811,0.128407134
"ID","Idaho",1992,-0.54152519,-0.746772565,-0.329433338,0.130097349
"ID","Idaho",1993,-0.551215845,-0.759578522,-0.334395906,0.129230083
"ID","Idaho",1994,-0.6713346,-0.886520939,-0.460681196,0.129729755
"ID","Idaho",1995,-0.651791895,-0.859122692,-0.44260221,0.129485407
"ID","Idaho",1996,-0.687842455,-0.882780015,-0.492135095,0.118068244
"ID","Idaho",1997,-0.678929755,-0.874338044,-0.479889304,0.117064504
"ID","Idaho",1998,-0.62598149,-0.817808913,-0.433838546,0.115931478
"ID","Idaho",1999,-0.561439145,-0.758240634,-0.36699316,0.118109726
"ID","Idaho",2000,-0.553875015,-0.747457921,-0.36290493,0.118057961
"ID","Idaho",2001,-0.507160405,-0.715185698,-0.300352461,0.127500722
"ID","Idaho",2002,-0.518042145,-0.714571617,-0.329422222,0.118008378
"ID","Idaho",2003,-0.52605651,-0.715423851,-0.318852483,0.121955802
"ID","Idaho",2004,-0.69189072,-0.897306818,-0.480285661,0.124554759
"ID","Idaho",2005,-0.689843765,-0.894897083,-0.485215791,0.125986525
"ID","Idaho",2006,-0.6951537,-0.892079058,-0.502202234,0.119696989
"ID","Idaho",2007,-0.73289698,-0.923687563,-0.538379593,0.115701043
"ID","Idaho",2008,-0.736177275,-0.930448354,-0.538406669,0.119148115
"ID","Idaho",2009,-0.689829425,-0.87375148,-0.506797832,0.112681783
"ID","Idaho",2010,-0.647200925,-0.83849721,-0.443295385,0.119695774
"ID","Idaho",2011,-0.63595838,-0.835802457,-0.440544554,0.121370827
"ID","Idaho",2012,-0.635645105,-0.838446222,-0.429299067,0.124122861
"ID","Idaho",2013,-0.660889425,-0.85663593,-0.447564364,0.123582123
"ID","Idaho",2014,-0.753759215,-0.941127622,-0.5602504,0.117898634
"ID","Idaho",2015,-0.657567095,-0.858532849,-0.459480044,0.122868854
"ID","Idaho",2016,-0.622154985,-0.826385299,-0.423129636,0.12383759
"ID","Idaho",2017,-0.62234756,-0.825894892,-0.414710718,0.125779985
"ID","Idaho",2018,-0.596541155,-0.806760519,-0.388166637,0.125660209
"ID","Idaho",2019,-0.60684975,-0.82010424,-0.391087602,0.129654117
"ID","Idaho",2020,-0.62132591,-0.829717188,-0.41888991,0.125540872
"ID","Idaho",2021,-0.606534715,-0.81469925,-0.406057871,0.12565203
"ID","Idaho",2022,-0.593542895,-0.799918713,-0.378592288,0.129250783
"ID","Idaho",2023,-0.64280143,-0.859869364,-0.423747269,0.130477081
"ID","Idaho",2024,-0.652123845,-0.862063966,-0.429300846,0.134493682
"IL","Illinois",1937,0.59050869,0.353799588,0.827675581,0.144743679
"IL","Illinois",1938,0.604200565,0.360238057,0.841711736,0.146254383
"IL","Illinois",1939,0.52240901,0.279102209,0.7765049,0.152591929
"IL","Illinois",1940,0.53645274,0.307861636,0.781831789,0.144127468
"IL","Illinois",1941,0.546595625,0.309460652,0.794948377,0.152088385
"IL","Illinois",1942,0.57445383,0.329082884,0.816907641,0.148915404
"IL","Illinois",1943,0.429784895,0.196401216,0.66947861,0.146534978
"IL","Illinois",1944,0.39534647,0.173313857,0.614295071,0.137669766
"IL","Illinois",1945,0.3642349,0.155278533,0.572158205,0.125916249
"IL","Illinois",1946,0.361328995,0.171988584,0.562984061,0.118694298
"IL","Illinois",1947,0.39905646,0.193601603,0.597579255,0.12249616
"IL","Illinois",1948,0.40192788,0.201139095,0.5958787,0.12069327
"IL","Illinois",1949,0.38983531,0.184866886,0.600160915,0.123729933
"IL","Illinois",1950,0.38233564,0.174689336,0.595093408,0.129286733
"IL","Illinois",1951,0.389676115,0.184629011,0.590420085,0.124930272
"IL","Illinois",1952,0.481709485,0.278317065,0.692939847,0.125959236
"IL","Illinois",1953,0.389740305,0.16217841,0.605213662,0.13448905
"IL","Illinois",1954,0.371486125,0.165372349,0.595639467,0.134293664
"IL","Illinois",1955,0.3355313,0.12569493,0.55307815,0.131213532
"IL","Illinois",1956,0.353784985,0.128440051,0.573435063,0.132438174
"IL","Illinois",1957,0.31689911,0.116816293,0.527721229,0.125025115
"IL","Illinois",1958,0.31547601,0.116491428,0.519496277,0.12443847
"IL","Illinois",1959,0.245817295,0.029804139,0.460112278,0.131395609
"IL","Illinois",1960,0.23849161,0.051405082,0.432105613,0.117615681
"IL","Illinois",1961,0.062109971,-0.166589525,0.287448485,0.137024459
"IL","Illinois",1962,0.075064922,-0.145493913,0.292617808,0.132117329
"IL","Illinois",1963,0.075622349,-0.127292607,0.281314519,0.124700183
"IL","Illinois",1964,0.107888675,-0.117781456,0.311443021,0.129978958
"IL","Illinois",1965,0.250070275,0.020982682,0.470156804,0.138407891
"IL","Illinois",1966,0.30122561,0.082438122,0.522785497,0.13574734
"IL","Illinois",1967,0.17270024,-0.052566735,0.402285568,0.137091124
"IL","Illinois",1968,0.054365369,-0.173580082,0.289078499,0.141231747
"IL","Illinois",1969,-0.034600114,-0.268928781,0.193007856,0.141704575
"IL","Illinois",1970,0.014048765,-0.207283936,0.24514043,0.139817203
"IL","Illinois",1971,-0.11256863,-0.336818872,0.119789218,0.138790342
"IL","Illinois",1972,-0.109568935,-0.313417256,0.099792419,0.124629628
"IL","Illinois",1973,-0.242177155,-0.458054685,-0.028323252,0.131289368
"IL","Illinois",1974,-0.332568815,-0.534843666,-0.122002576,0.126996999
"IL","Illinois",1975,-0.34401276,-0.575927391,-0.108507884,0.141608522
"IL","Illinois",1976,-0.31830394,-0.529093208,-0.103699096,0.129560677
"IL","Illinois",1977,-0.3138424,-0.525203892,-0.094230498,0.132633774
"IL","Illinois",1978,-0.304448255,-0.508786798,-0.092004021,0.126122871
"IL","Illinois",1979,-0.299391525,-0.527907602,-0.083862224,0.133488483
"IL","Illinois",1980,-0.292813755,-0.504972804,-0.089906663,0.127817907
"IL","Illinois",1981,-0.332518735,-0.53942388,-0.113086922,0.127397072
"IL","Illinois",1982,-0.416791335,-0.624865329,-0.208149166,0.126700508
"IL","Illinois",1983,-0.532536605,-0.738811432,-0.319498423,0.128282519
"IL","Illinois",1984,-0.7561715,-0.95623325,-0.546773802,0.126591799
"IL","Illinois",1985,-0.78315976,-0.999217677,-0.551691488,0.133483323
"IL","Illinois",1986,-0.773393125,-0.979866499,-0.557513173,0.129207282
"IL","Illinois",1987,-0.780728285,-0.989315616,-0.573860746,0.126245287
"IL","Illinois",1988,-0.79589541,-0.996776353,-0.593414118,0.121833166
"IL","Illinois",1989,-0.84120831,-1.043185215,-0.634010391,0.125721433
"IL","Illinois",1990,-0.886923505,-1.078115315,-0.67772443,0.122709297
"IL","Illinois",1991,-0.888499835,-1.090466325,-0.673231048,0.127641246
"IL","Illinois",1992,-0.900384945,-1.112175235,-0.687060507,0.131470889
"IL","Illinois",1993,-0.951459925,-1.165074025,-0.724067714,0.129069746
"IL","Illinois",1994,-0.92238569,-1.14255813,-0.697295747,0.133175235
"IL","Illinois",1995,-0.962778855,-1.160511385,-0.758656079,0.121899925
"IL","Illinois",1996,-0.97183754,-1.168918965,-0.759468623,0.1236347
"IL","Illinois",1997,-1.0604902,-1.2451194,-0.86703165,0.112101175
"IL","Illinois",1998,-1.0539002,-1.2357812,-0.875615301,0.111069757
"IL","Illinois",1999,-1.01191855,-1.193068365,-0.823865224,0.112818781
"IL","Illinois",2000,-1.0698692,-1.259084455,-0.879862309,0.115432933
"IL","Illinois",2001,-1.15200845,-1.31888188,-0.977533032,0.105285568
"IL","Illinois",2002,-1.1555506,-1.325016265,-0.98567598,0.103324123
"IL","Illinois",2003,-1.247215,-1.40565892,-1.082957575,0.099076901
"IL","Illinois",2004,-1.2601489,-1.42611686,-1.082435855,0.102626776
"IL","Illinois",2005,-1.3393065,-1.49202103,-1.17797527,0.097112253
"IL","Illinois",2006,-1.519759,-1.680658495,-1.35486429,0.099277785
"IL","Illinois",2007,-1.5901315,-1.758654405,-1.416549175,0.102706882
"IL","Illinois",2008,-1.66727415,-1.82704423,-1.51108033,0.095816759
"IL","Illinois",2009,-1.70253495,-1.860674535,-1.54807025,0.094458653
"IL","Illinois",2010,-1.70733055,-1.865443885,-1.54126954,0.096608728
"IL","Illinois",2011,-1.7835072,-1.93629867,-1.632638805,0.092511208
"IL","Illinois",2012,-1.79031065,-1.946480615,-1.6307081,0.095449094
"IL","Illinois",2013,-1.8288286,-1.988291295,-1.66635087,0.099940429
"IL","Illinois",2014,-1.93756515,-2.11205237,-1.77374538,0.105038928
"IL","Illinois",2015,-1.9481885,-2.12996294,-1.767628075,0.108931327
"IL","Illinois",2016,-1.97076835,-2.148789755,-1.782261505,0.110710508
"IL","Illinois",2017,-2.0932818,-2.284688395,-1.9139,0.112462662
"IL","Illinois",2018,-2.18803735,-2.378444195,-1.99265072,0.115566995
"IL","Illinois",2019,-2.2118091,-2.39789154,-2.02923696,0.114493947
"IL","Illinois",2020,-2.2622832,-2.46194809,-2.05567192,0.121876017
"IL","Illinois",2021,-2.2767276,-2.47982049,-2.07261559,0.122508543
"IL","Illinois",2022,-2.2396279,-2.447292825,-2.04008879,0.123826811
"IL","Illinois",2023,-2.3304287,-2.54659827,-2.10964494,0.132126075
"IL","Illinois",2024,-2.47471265,-2.681919905,-2.259566495,0.132237783
"IN","Indiana",1937,1.29600735,0.947376423,1.668419405,0.216024665
"IN","Indiana",1938,1.3012737,0.996035997,1.6236397,0.192845325
"IN","Indiana",1939,1.2719396,0.922259866,1.637595585,0.217841942
"IN","Indiana",1940,1.25576075,0.923001267,1.58257678,0.201669236
"IN","Indiana",1941,1.1449239,0.819061129,1.482552315,0.20746052
"IN","Indiana",1942,1.16219655,0.854486751,1.49307606,0.189265107
"IN","Indiana",1943,1.11282675,0.778480209,1.45448154,0.204563308
"IN","Indiana",1944,1.103404,0.812249267,1.411784535,0.187096964
"IN","Indiana",1945,0.84959573,0.602750488,1.11713727,0.159054994
"IN","Indiana",1946,0.87378867,0.633146516,1.13811476,0.156674817
"IN","Indiana",1947,0.967189105,0.716061211,1.233915715,0.157749347
"IN","Indiana",1948,0.979207565,0.727089498,1.24388727,0.160102292
"IN","Indiana",1949,0.884474605,0.624751664,1.16815175,0.165057413
"IN","Indiana",1950,0.873282765,0.629443727,1.138701245,0.15611682
"IN","Indiana",1951,0.87008452,0.617466066,1.143969725,0.161856545
"IN","Indiana",1952,0.889907195,0.638880322,1.15114072,0.15662758
"IN","Indiana",1953,0.842943715,0.588939182,1.10531106,0.159180728
"IN","Indiana",1954,0.836547205,0.573575545,1.099670705,0.161732384
"IN","Indiana",1955,0.83434369,0.575517381,1.10766289,0.162449048
"IN","Indiana",1956,0.82722069,0.579981224,1.09030868,0.155726633
"IN","Indiana",1957,0.842681585,0.588859826,1.12599472,0.164192139
"IN","Indiana",1958,0.871543625,0.613467324,1.139320125,0.160342029
"IN","Indiana",1959,0.8611779,0.603910171,1.13159005,0.162679128
"IN","Indiana",1960,0.86150676,0.620087208,1.13001357,0.158065859
"IN","Indiana",1961,0.61204376,0.399632363,0.827377402,0.130353234
"IN","Indiana",1962,0.53682852,0.33637355,0.759454202,0.128683509
"IN","Indiana",1963,0.309767385,0.111710887,0.507397498,0.120198348
"IN","Indiana",1964,0.36884141,0.183330967,0.547099107,0.112183847
"IN","Indiana",1965,0.25756459,0.04340299,0.487652033,0.136642116
"IN","Indiana",1966,0.45388638,0.233018512,0.692665858,0.142792819
"IN","Indiana",1967,0.39942619,0.166004614,0.647320473,0.145368905
"IN","Indiana",1968,0.409435515,0.187655253,0.643223073,0.13801963
"IN","Indiana",1969,0.579599745,0.330320319,0.824154719,0.150964833
"IN","Indiana",1970,0.533773225,0.288178616,0.799662411,0.154282285
"IN","Indiana",1971,0.49751802,0.23557586,0.764794423,0.159979878
"IN","Indiana",1972,0.47379984,0.220888587,0.736694896,0.157303588
"IN","Indiana",1973,0.14009548,-0.101738524,0.387040985,0.150191869
"IN","Indiana",1974,0.096562107,-0.149128921,0.347314915,0.150090508
"IN","Indiana",1975,-0.078929732,-0.327077596,0.170544536,0.149636181
"IN","Indiana",1976,-0.049657678,-0.277667519,0.18245819,0.140030277
"IN","Indiana",1977,-0.125168485,-0.357541445,0.103056998,0.139577789
"IN","Indiana",1978,-0.127472205,-0.345632719,0.090720837,0.134307178
"IN","Indiana",1979,-0.093184428,-0.316830601,0.144280394,0.137757657
"IN","Indiana",1980,-0.18014597,-0.399208589,0.055525298,0.137081992
"IN","Indiana",1981,-0.236187465,-0.455054775,-0.012577703,0.131115177
"IN","Indiana",1982,-0.25785162,-0.462840419,-0.030581247,0.130333944
"IN","Indiana",1983,-0.40644527,-0.616997696,-0.1856276,0.131384905
"IN","Indiana",1984,-0.40212252,-0.613058049,-0.185534115,0.130802498
"IN","Indiana",1985,-0.391170855,-0.603969283,-0.185223696,0.127023362
"IN","Indiana",1986,-0.401641865,-0.600597908,-0.200984219,0.12050422
"IN","Indiana",1987,-0.4637668,-0.679540291,-0.248952573,0.134888122
"IN","Indiana",1988,-0.538452865,-0.748159291,-0.324493359,0.130887368
"IN","Indiana",1989,-0.590702095,-0.795393883,-0.377329801,0.125443204
"IN","Indiana",1990,-0.611148065,-0.817414764,-0.401800095,0.127911996
"IN","Indiana",1991,-0.65775707,-0.88853382,-0.441501657,0.137529505
"IN","Indiana",1992,-0.701495135,-0.916290614,-0.484822279,0.136629109
"IN","Indiana",1993,-0.7251827,-0.931971401,-0.520663196,0.126286021
"IN","Indiana",1994,-0.763100625,-0.981684748,-0.546470663,0.136543385
"IN","Indiana",1995,-0.75314058,-0.959695369,-0.554637496,0.124300471
"IN","Indiana",1996,-0.7613992,-0.959347516,-0.545074533,0.125527235
"IN","Indiana",1997,-0.71841653,-0.90403382,-0.516415131,0.118699904
"IN","Indiana",1998,-0.680358975,-0.867116444,-0.494102471,0.114288201
"IN","Indiana",1999,-0.63658724,-0.827795214,-0.44401027,0.118850623
"IN","Indiana",2000,-0.7207944,-0.89850844,-0.538026446,0.112617838
"IN","Indiana",2001,-0.785728675,-0.980671892,-0.587190823,0.118339517
"IN","Indiana",2002,-0.82560589,-1.013467445,-0.638216099,0.115433613
"IN","Indiana",2003,-0.9721669,-1.14779536,-0.793885417,0.108299383
"IN","Indiana",2004,-0.964369775,-1.154135635,-0.767861098,0.119186085
"IN","Indiana",2005,-0.97055598,-1.155201865,-0.784537134,0.111754586
"IN","Indiana",2006,-0.989174175,-1.164144075,-0.805882846,0.106983056
"IN","Indiana",2007,-0.98847637,-1.16037186,-0.813770629,0.105882179
"IN","Indiana",2008,-1.058632,-1.22218773,-0.880202316,0.104627101
"IN","Indiana",2009,-1.1207196,-1.284765865,-0.948413123,0.10239611
"IN","Indiana",2010,-1.098784,-1.27171048,-0.919155477,0.107332851
"IN","Indiana",2011,-1.1083786,-1.28076004,-0.929741106,0.104777805
